synonyms
"""1 kop,kop"","
"""1 pot,pot"","
"""1winecup,winecup"","
"""aardappelfriet,aardappelfrites,aardappel friet"","
"""aardappelsalade,kartoffelsalade"","
"""aardbeienjam,aardbeien jam,jam aardbeien"","
"""abrikoos,abrikozen"","
"""afbak mini,afbakmini"","
"""afbakbroodjes pita,afbak pitabroodjes,afbak pita"","
"""afbakbroodjes,afbak broodjes,opbakbroodjes,afbakbrood,ovenbrood,ovenbroodjes,bakbroodjes,bakbrood"","
"""afbak meergranen,afbakbrood meergranen,afbakbroodjes meergranen"","
"""afbak volkorenbroodjes,afbakbrood volkoren,volkoren afbakbrood,afbakbroodjes volkoren"","
"""afbakciabatta,afbak ciabatta,afbak ciabattina"","
"""afbakcroissant,afbak croissant,afbak croissantjes,afbakcroissantjes"","
"""afbakfocaccia,afbak focaccia"","
"""afbakstokbrood,afbakbaguette,afbak stokbrood,afbak baguette"","
"""agavesiroop,agave siroop"","
"""ahornsiroop,maple syrup,maplesyrup,maple siroop,maplesiroop"","
"""alcoholvrij,zonder alcohol"","
"""all in one,all in 1,all-in-one"","
"""almond,amandel"","
"""amandelschaafsel,geschaafde amandelen,amandel schaafsel"","
"""amandelspeculaas,bakkersspeculaas,amandel speculaas"","
"""ambachtelijk,deli,lokaal,uit de regio"","
"""antibacterieel,anti bacterieel"","
"""appeltaart,appelcake,appelgebak"","
"""aspirine,paracetamol"","
"""australië,australisch"","
"""baby olie,babyolie"","
"""babykoekjes,baby koekjes,baby biscuits"","
"""babypap,baby pap,babypap,baby papje,baby papjes"","
"""balletjes vega,vega balletjes"","
"""basterdsuiker wit,witte basterdsuiker,witte basterd"","
"""barbecue,bbq"","
"""bbqsaus,bbq-saus,barbecuesaus,bqq saus,barbecue saus"","
"""beertjes chips,beertjeschips,pom-bar"","
"""bekers,drinkbekers"","
"""beter leven,welfare"","
"""beugel,beugelfles"","
"""bietjes,bieten,rode bieten"","
"""bio aardappel,bio aardappelen,biologische aardappelen,biologische aardappel"","
"""bio fruit,biologisch fruit,fruit biologisch"","
"""bio honing,biologische honing,honing bio,honing biologisch"","
"""bio kaas,kaas bio,biologische kaas,kaas biologisch"","
"""bio kip,biologische kip,kip bio,kip biologisch,bio kipfilet,kipfilet bio,kipfilet biologisch"","
"""bio koffie,biologische koffie,koffie bio,koffie biologisch"","
"""bio melk,biologische melk,melk biologisch,melk bio"","
"""bio peren,bio handperen,biologische peren,bioloigsche handperen"","
"""bio vlees,biologisch vlees"","
"""bio yoghurt,biologische yoghurt,yoghurtbiologisch,yoghurt bio"","
"""bio zoetzure cherrytomaatjes,bio cherry,biologische cherry,biologische cherrytomaat"","
"""bio,biologisch,bio+,organic"","
"""bitterbal,bitterballen"","
"""bleekselderij,selderij"","
"""bleekwater,chloor,dikbleek,bleek"","
"""blik,blikje,blikjes,blikken"","
"""blokjes kaas,kaasblokjes"","
"""bodylotion,bodymilk,zachte crème,bodycrème"","
"""boekweit,boekweitmeel"","
"""boeren metworst,boerenmetworst"","
"""bonen,boontjes"","
"""borden,bordjes"","
"""borrelhapjes,borrelsnacks,borrel snacks"","
"""borrelkaas,borrelkaasjes,kaas borrel"","
"""bosbessen,blauwe bessen"","
"""bosui,salade ui,lente-ui,lente ui,bos ui"","
"""boterhamzakjes,boterhamzak"","
"""groentebouillon,groente bouillon,bouillon groente"","
"""bouillon blokjes,bouillonblokjes,bouillonblok,bouillon blok"","
"""bloemkool pizzabodem,bloemkool bodem"","
"""braadworst,bratwurst"","
"""briketten,houtskoolbriketten"","
"""broodjes,broodje"","
"""broodje frikandel,broodje frikadel"","
"""broodmix,broodbakmix,broodbak,broodmeel"","
"""broodspread,sandwichspread,sandwich spread"","
"""bruine bollen,tarwebollen,meergranenbollen"","
"""bruine suiker,basterdsuiker,bruine basterd"","
"""kerstontbijt,brunch,paasbrunch,paasontbijt,kerstbrunch"","
"""buffelmozzarella,mozzarella di buffala,buffel mozzarella"","
"""cakemix,bakmix,cakemeel,cake mix"","
"""capucijners,kapucijners"","
"""caramel,karamel"","
"""caramel zeezout,karamel zeezout,caramel seasalt"","
"""cashewnoten,cashew,cashews"","
"""champignonsaus,champignon saus"","
"""cherry tomaten,cherrytomaten,cherry tomaatjes,cherrytomaatjes"","
"""chili poeder,chilipoeder"","
"""chili,chileens"","
"""chilisaus,chili saus,chili sauce,loempiasaus,loempia saus"","
"""chilipeper,chilipepper,chili peper,chili pepper"","
"""chips bolognese,bolognese chips"","
"""chips onion,onion chips,cream onion chips"","
"""chips paprika,paprika chips,paprikachips"","
"""chocoladevla,chocolade vla,choco vla"","
"""chocolademousse,chocolade mousse"","
"""choco pops,coco pops"","
"""chocopinda,chocoladepinda,chocolade pinda,chocolade pindas,chocoladepindas"","
"""chocolade wafel,chocoladewafel,chocowafel"","
"""chocolademelk,chocomelk,chocolade melk"","
"""chocoladereep,chocolade reep,chocoladerepen,chocolade repen"","
"""citroen,lemon"","
"""citroenthee,citroen thee"","
"""colourcatcher,colour catcher,colorcatcher,color catcher"","
"""cornetto,cornets"","
"""courgettesoep,courgette soep"","
"""cranberry,cranberries,cranberrys"","
"""curry pasta,curry paste,currypaste,currypasta"","
"""danoontjes,danoontje,danone"","
"""deodorantspray,deospray,deo spray"","
"""dessert,kersttoetje,kerst toetje"","
"""desinfectie,desinfecterend,desinfecterende,ontsmetting,ontsmettend,anti-bacterieel"","
"""diepvries,frozen,vriezer"","
"""diepvries fruit,bevroren fruit,diepvriesfruit,fruit bevroren,bevroren vruchten,vriesfruit"","
"""diepvrieszak,diepvries zak,diepvrieszakjes,diepvrieszakken"","
"""dips,dipsaus,dipsauzen"","
"""diner,kerstdiner"","
"""djinten,komijnzaad"","
